sub,number,name,url,description,catalog
BIO,106,Readings in Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-106,"Individually assigned readings, followed by written reports or seminars covering classical, current and semi-popular literature on biological topics.",2018
BIO,108,Human Genetics,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-108,"Genetics and genetic technology as applied to humans.  Topics include classical (Mendelian) inheritance, genes and gene expression inherited disorders, analysis of pedigrees, sex determination, biological basis of gender, genetics of behavior, gene therapy, and genetic privacy.",2018
BIO,109,Biology of Reproduction,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-109,"This course provides an overview of major topics in reproductive biology that include sex differentiation, male and female anatomy, environmental factors that influence reproduction, contraception, and the hormonal control of different stages of reproduction such as puberty (sexual maturation), reproductive cycles, pregnancy and childbirth. The course primarily focuses on human reproduction but other animal groups will be discussed when appropriate. NOTE: When the laboratory (BIO-109L)is offered with this course, it is a required corequisite course; the combination of the lecture and laboratory will fulfill the laboratory requirement of the human biology and natural science minors.  Corequisite: BIO-109L",2018
BIO,109L,Biology of Reproduction Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-109L,"This laboratory may or may not be scheduled along with the BIO-109 lecture. When the laboratory is scheduled with the lecture, it is a required co-requisite course. Corequisites: BIO-109",2018
BIO,122L,Intro/Environmntl Biology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-122L,2018-2019 Undergraduate Catalog > Courses > BIO - Biology > 100 > BIO-122L,2018
BIO,129,"Murder, Medicine and Magic",http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-129,"A study of ethnobotany -  the uses that people have made of plants.  Topics include the uses of plants in various cultures for foods, fibers, shelter, beverages, medicines, rituals, and other ends.  Emphasis will be placed on basic botanical principles (e.g. taxonomy, anatomy, evolution, chemistry), and the human needs (physiological, behavioral, cultural) that plants satisfy. NOTE: When the laboratory (BIO-129L) is offered with this course, it is a required corequisite; the combination of the lecture and laboratory will fulfill the laboratory requirement of the natural science minor. Corequisite: BIO-129L",2018
BIO,129L,"Murder, Medicine and Magic Lab",http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-129L,"This laboratory course may or may not be scheduled along with the BIO-129 lecture. When the laboratory is scheduled with the lecture, it is a required co-requisite course. Corequisite: BIO-129",2018
BIO,140,Idaho Natural History,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-140,"Natural history, flora, fauna, and ecological relationships of the local area.  Three lectures and one four hour laboratory weekly.  This course is designed for students not majoring in biology. Corequisite: BIO-140L",2018
BIO,140L,Idaho Natural History Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-140L,This is the laboratory course for BIO-140. Corequistite: BIO-140,2018
BIO,145,"Drugs, Brains and Behavior",http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-145,"This course explores fundamental neuroscience concepts, with an emphasis on how the nervous system is affected by injury, toxins, aging, and disease. Societal implications of recent research will be discussed, and a component of the course will be devoted to investigating ethical issues that arise from these discoveries. Note: When the laboratory (BIO-145L) is offered with this course, it is a required co-requisite course. Corequisites: BIO-145L",2018
BIO,145L,"Drugs, Brain and Behavior Lab",http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-145L,This is the laboratory course for BIO-145. Corequisites: BIO-145,2018
BIO,159,Cellular Basis of Human Physiology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-159,"This is the first course in the core curriculum for Human Performance, Exercise Physiology and Health Sciences majors. The course will prepare students for the Human Anatomy and Physiology sequence (BIO 224-225). Course topics will cover fundamental concepts including biomolecule structure and function, energy metabolism (cellular respiration), structure and function of cells and interaction between cells. Not intended for Biology majors or Health Science majors who plan to enter graduate programs requiring Cell Biology or Biochemistry (e.g. Physician, Physician's Assistant or Pharmacy). Such students should enroll in BIO-201 and (BIO-201L or BIO-210L) and BIO-202 and BIO-202L. Corequisites: BIO-159L",2018
BIO,159L,Cellular Basis of Human Physiology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-159L,"This is the lab component for BIO 159. Emphasis will be on scientific problem solving, including collection, analysis, and interpretation of biological data. Corequisites: BIO-159",2018
BIO,198,Biology Colloquium,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-198,A seminar series highlighting contemporary research in biology. This course is intended to introduce students to a wide range of fields within the biological sciences. Course can be repeated for up to 2 credits (4 semesters).,2018
BIO,199T,Special Topics in Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/100/BIO-199T,nan,2018
BIO,201,Biology I: Molecules to Cells,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-201,"This is the first course in a three semester sequence for biology majors. Course topics will cover fundamental concepts including biomolecule structure and function, energy metabolism (respiration and photosynthesis), the biology of inheritance, and gene structure, function, and expression. Focus on frontier areas of biology with an emphasis on molecular and cellular processes. Examples may include human genetics, bioinformatics, or cancer biology. Emphasis on scientific problem-solving, including collection, analysis, and interpretation of biological data. This course is designed for students who plan to take further coursework in biology or related disciplines. BIO-210L may be substituted for BIO-201 for all academic programs.",2018
BIO,201L,Molecules to Cells Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-201L,This is the laboratory course for BIO-201. Corequisites: BIO-201,2018
BIO,202,Organismal Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-202,"The second course in a three semester sequence for Biology majors. The course examines reproduction, development, anatomy, and physiology of higher animals and plants, including trends in the evolution of plants. Prerequiste: BIO-201 or BIO-210L Corequisite: BIO-202L",2018
BIO,202L,Organismal Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-202L,This is the laboratory course for BIO-202. Corequisites: BIO-202,2018
BIO,203,"Ecology, Evolution and Diversity",http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-203,"The third course in a three semester sequence for biology majors.  Examines the ecology, evolution, and diversity of life. Topics to be covered include population ecology, population genetics, evolution, phylogeny and classification, and a survey of the animal kingdom, including trends in animal evolution. Corequisite: BIO-203L Prerequisites: BIO-202 and MAT-125 or MAT-212",2018
BIO,203L,Ecology Evolution and Diversity Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-203L,"This is the laboratory course for BIO-203. Includes discussion, field study, and laboratory experience.  Corequisite: BIO-203",2018
BIO,210L,Molecules to Cells Research-Based Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-210L,"Students enrolled in this course will undertake a rigorous semester-long research project with an emphasis on independent laboratory work, scientific problem-solving, including collection, analysis, and interpretation of biological data. This course is designed for students who plan to take further coursework in biology or related disciplines. This course is taught in two 2-hour blocks weekly.  Corequisites: BIO-201",2018
BIO,221,Population& Ecosystem Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-221,"The biology of populations and communities: population genetics, evolution, ecology, and animal behavior. Three lectures and one four-hour laboratory weekly.",2018
BIO,224,Human Anatomy and Physiology I,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-224,"This course is the first of two providing a comprehensive study of the anatomy and physiology of the human body. Selected topics include body organization; histology; cytology; integumentary system, musculoskeletal system, and the nervous system. Clinical applications will be emphasized. This course is designed for students majoring in Human Performance, Exercise Physiology or Health Sciences. Other students interested in the health professions may also enroll in this course. Prerequisite: BIO-159 or BIO-202 Corequisite: BIO-224L",2018
BIO,224L,Human Anatomy and Physiology I Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-224L,The laboratory course for BIO-224. Laboratory activities include the study of a prosected human cadaver. Prerequisites: BIO-159 or BIO-202 Corequisite: BIO-224,2018
BIO,225,Human Anatomy and Physiology II,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-225,"This course provides a continuation of a comprehensive study of the anatomy and physiology of the human body. Selected topics include the cardiovascular, pulmonary, digestive, immune and lymphatic, endocrine and urinary and reproductive systems. Clinical applications will be emphasized. This course is designed for students majoring in Human Performance, Exercise Physiology or Health Sciences. Other students interested in the health professions may also enroll in this course. Prerequisite: BIO-224  Corequisite: BIO-225L",2018
BIO,225L,Human Anatomy and Physiology II Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-225L,"This is the laboratory component of BIO-225. Laboratory work includes dissection of preserved specimens (cadaver), physiologic experiments, and computer simulations. Corequisites: BIO-225",2018
BIO,294,Independent Study,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-294,Library research in biology. Critical review of literature pertaining to a problem or specialized topic in biology culminating in a paper written according to department guide lines. See independent study guidelines. Prerequisites: Instructor permission.,2018
BIO,299T,Special Topics in Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/200/BIO-299T,nan,2018
BIO,306,Conservation Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-306,"Application of scientific principles to conservation of biological diversity, with emphasis on patterns and explanations for diversity, threats to and value of diversity, habitat relationships and extinction processes, and conservation strategies. Prequisite: BIO-203 or both ENV-260 and BIO-202",2018
BIO,311,Molecular Biotechnology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-311,"This course introduces techniques used in nucleic acid and protein expression technologies and their applications in forensics, conservation biology, environmental microbiology, medical diagnostics and basic research. Topics covered include: nucleic acid isolation and purification, PCR techniques, cloning tools and strategies, hybridization technologies, and an introduction to protein expression systems used in research and industry. Bioinformatics modules acquaint students with informational databases (NCBI, OMIM, FlyBase)and enable them to use tools for interpretation and manipulation of sequence data. Prerequisite:BIO-330 Corequisite: BIO-311L",2018
BIO,311L,Molecular Biotechnology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-311L,This is the laboratory course for BIO-311. Corequisite: BIO-311,2018
BIO,316,Genetics,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-316,"This course incorporates both classical and molecular approaches to study the structure and function of DNA, genes, chromosomes, the genome, and gene expression. Possible topics include, but not limited to, classical genetic concepts, oncogenes and cancer; cloning and gene therapy; genomics, sex determination and sex chromosomes, genetic screening, and population genetics. Prerequisites: BIO-201 or BIO-210, BIO-202, CHE-141, CHE-142 and Junior Standing",2018
BIO,317,Stream Ecology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-317,"This course examines the ecology of streams with an emphasis on the physical, chemical and biological organization of stream ecosystems. The course will also cover current theories in stream ecology as outlined in the primary literature. Students will learn laboratory and field methods for conducting stream research and will be expected to complete a field-based research project. Lectures and one four-hour laboratory weekly. Some weekend field trips are required. Prequisite: BIO-203 Corequisite: BIO-317L",2018
BIO,317L,Stream Ecology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-317L,The laboratory course for BIO-317. Corequisite: BIO-317,2018
BIO,319,Ichthyology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-319,"A study of the evolution, classification,  anatomy, and physiology of marine and freshwater fishes.  Two lectures and one four-hour laboratory weekly.  Some weekend field trips required. Prerequisites: BIO-203 or both ENV-260 and BIO-202 Corequisites: BIO-319L",2018
BIO,319L,Ichthyology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-319L,The laboratory course for BIO-319. Corequisite: BIO-319,2018
BIO,322.1,Field Botany,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-322-1,"Field based investigation of diversity, history, and adaptations of plants with emphasis on local examples. Methods of taxonomic identification and classification emphasized. Two lectures and one four-hour laboratory period weekly. Some weekend field trips are required. When taught in the Summer, day-long and overnight field trips are required. Prerequisites: BIO-202 or BIO-129 Corequisite:  BIO-322L",2018
BIO,322L,Field Botany Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-322L,The laboratory course for BIO-322.1 Corequisites: BIO-322.1,2018
BIO,326,Coastal Marine Ecology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-326,"This course examines the ecology of coastal marine ecosystems (salt marshes, coral reefs, mangroves, sea grass beds, estuaries, barrier islands) with an emphasis on the physical, chemical, and biological organization of each system.  The course will also cover current developments in coastal marine ecology, including discussion of human impacts on coastal systems. Lectures and an off-campus study component. Venues include but not limited to: Florida, Belize, the Caribbean, Hawaii. Prequisites:  BIO-203 or both ENV-260 and BIO-202. Corequisite:  BIO-326L",2018
BIO,326L,Coastal Marine Ecology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-326L,This is the laboratory for course BIO-326. Corequisites: BIO-326,2018
BIO,330,Cell Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-330,"Introduction to the components of cells and processes that occur in living cells. Topics include cell structure and function, genetic events, regulation of gene expression, and the chemical pathways of metabolism. Readings, lectures, discussions, and laboratory activities. Three lectures and one three-hour lab weekly. Prerequisites: BIO-202 and CHE-141 Corequisite: BIO-330L",2018
BIO,330L,Cell Biology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-330L,The laboratory course for BIO-330. Corequisite:  BIO-330,2018
BIO,331,Evolution,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-331,"The study of organic evolution as an organizing principle of biology, including a synthesis of principles of population genetics, paleontology, ecology, and molecular, developmental and organismal biology. Three lectures and one three-hour lab weekly plus a weekend field trip. Prerequisites:  BIO-203 and BIO-330. Corequisites: BIO-331L",2018
BIO,331L,Evolution Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-331L,The laboratory course for BIO-331. Prerequisites: BIO-203L and BIO-330L Corequisites: BIO-331,2018
BIO,339,Mammalogy,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-339,"Biological principles as applied to mammals with emphasis on adaptations, behavior, evolution, classification, and ecological relationships. Three lectures and one four-hour laboratory weekly. Some overnight field trips required. Prerequisites: BIO-203 or both ENV-260 and BIO-202 Corequisites: BIO-339L",2018
BIO,339L,Mammalogy Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-339L,The laboratory course for BIO-339. Prerequisites: BIO-203 or both ENV-260 and BIO-202 Corequisite: BIO-339,2018
BIO,345,Ecology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-345,"Interrelationships between plants, animals, and their environments. Emphasizes population interactions and community organization. Laboratory emphasizes techniques of ecosystem analysis. Three lectures and one four-hour laboratory weekly. Prequisites: BIO-203 or both ENV-260 and BIO-202 Corequisites: BIO-345L",2018
BIO,345L,Ecology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-345L,The laboratory course for BIO-345. Prerequisites: BIO-203 or both ENV-260 and BIO-202 Corequisites: BIO-345,2018
BIO,346,Field Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-346,"This course examines the ecology of tropical and subtropical ecosystems (coral reefs, mangroves, tropical rainforests, etc) with an emphasis on the physical, chemical, and biological organization of each system-including the physiological adaptations of organisms. The course will also introduce students to field biology techniques (e.g., field sampling, journaling, etc.). Field study locations include but are not limited to: Australia, Hawaii, and Belize.  Students will complete an independent field research project suitable for presentation at a professional meeting. Students selected based upon a competitive application process as well as completed prerequisite course work. Prerequisites: BIO-346.1; BIO-203 or ENV-260; BIO-202; HHPA-150.",2018
BIO,346.1,Field Biology Preparation,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-346-1,This course will cover ecological concepts and field biology techniques in preparation for the Winter off-campus study course. Prerequisites: BIO-203 or ENV-260 and BIO-202,2018
BIO,349,Vertebrate Natural History,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-349,"Vertebrate classification, life histories, adaptations, distribution, and evolution. Three lectures, one 4-hour laboratory weekly and occasional field trips. Prerequisites: BIO-203 or both ENV-260 and BIO-202 Corequisites: BIO-349L",2018
BIO,349L,Vertebrate Natural History Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-349L,The laboratory course for BIO-349. Prerequisites: BIO-203 or both ENV-260 and BIO-202 Corequisites: BIO-349,2018
BIO,354,Selected Topics: Human Anatomy,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-354,A didactic/discussion course consisting of selected dissections on a cadaver and guided supervision of Human Anatomy (BIO-224) students.  Limited enrollment. Prerequisites: BIO-224 and instructor permission Corequisite: BIO-354L,2018
BIO,354L,Selected Topics: Human Anatomy Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-354L,The laboratory course for BIO-354. Prerequisites: BIO-303 and Instructor permission Corequisites: BIO-354,2018
BIO,357,Molecular Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-357,A detailed study of the mechanisms of spatial and temporal control of gene expression. Emphasis will be placed on recombinant DNA and bioinformatics techniques.  This course will be taught as an integrated lab/lecture workshop. Prerequisite: BIO-330,2018
BIO,360,Microbiology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-360,"This course covers morphology and physiology of microorganisms, with an emphasis on medically-important bacteria and viruses. Methods of identifying and controlling the growth of microorganisms as well as host-microbe interactions will be explored. Three lectures and one 3-hour laboratory weekly. Prerequisites: BIO-202 and CHE-141 Corequisite: BIO-360L",2018
BIO,360L,Microbiology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-360L,The laboratory course for BIO-360. Corequisite: BIO-360,2018
BIO,361,Pathobiology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-361,"Concepts of pathobiology, to include causes, physiological mechanisms, symptoms, and patterns of pathogenesis of human disease. Prerequisites: BIO-224 and BIO-225",2018
BIO,365,Immunology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-365,"Study of immune responses at molecular, cellular, and organismal levels. Application of this knowledge to study autoimmunity, hypersensitivity, immunodeficiency, and manipulation of the immune system in the treatment of human diseases. Prerequisite: BIO-330",2018
BIO,365L,Immunology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-365L,"This lab may or may not be scheduled along with the BIO-365 lecture. When the laboratory is scheduled with the lecture, it is a required co-requisite.  Corequisite: BIO-365",2018
BIO,371,Endocrinology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-371,"Study of hormones and the mechanisms by which hormones regulate genetic and cellular function, and metabolism. Prerequisite: BIO-330",2018
BIO,372,Developmental Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-372,"Study of the main principles of animal developmental biology on the molecular, cellular, and organismal level. Three lecture/discussions and one 3-hour lab weekly. Prerequisite: BIO-330 |  Corequisite: BIO-372L",2018
BIO,372L,Developmental Biology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-372L,The laboratory course for BIO-372. Prerequisites: BIO-330 Corequisites: BIO-372,2018
BIO,374,Animal Physiology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-374,"Comparative study of temperature, respiration, circulation, energy metabolism, homeostasis, and neuromuscular function. Three lectures/discussion and one 3-hour laboratory weekly. Prerequisites: BIO-202 and BIO-330 |  Corequisite: BIO-374L",2018
BIO,374L,Animal Physiology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-374L,The laboratory course for BIO-374. Prerequisites: BIO-202 and BIO-330 Corequisites: BIO-374,2018
BIO,375,Plant Physiology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-375,"Nutrition, gas exchange, water relations, transport, metabolism, growth and development of plants with emphasis on environmental influences. Three lectures and one 3-hour laboratory weekly. Prerequisites: BIO-202 and BIO-330 Corequisite: BIO-375L",2018
BIO,375L,Plant Physiology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-375L,The laboratory course for BIO-375. Prerequisites: BIO-202 and BIO-330 Corequisites: BIO-375,2018
BIO,376,Neurophysiology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-376,"This course serves as an introduction to the structure and function of the nervous system. Topics include neurodevelopment, gross organization of the brain and spinal cord, biophysical properties of excitable cells, synaptic transmission, the processing of sensory information, motor control, and higher cognitive functions such as learning and memory. Laboratory studies include comparative neuroanatomy, the molecular and cellular basis of behavior in invertebrates, and neurophysiology.  Prerequisite: BIO-330 Corequisites: BIO-376L",2018
BIO,376L,Neurophysiology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-376L,The laboratory course for BIO-376. Prerequisites: BIO-202 and BIO-330 Corequisites: BIO-377,2018
BIO,377,Physiology of Extremes,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-377,"An in depth coverage of how organisms survive under extreme environmental conditions. Topics will include physiological adaptations to life in environments with extreme temperatures, oxygen concentrations, salinities, and limited water availability, such as deserts, high altitudes, and arctic or alpine tundra. Three lectures/discussions and one 3-hour laboratory weekly. Prerequisites: BIO-202 and BIO-330 Corequisite: BIO-377L",2018
BIO,377L,Physiology Extremes Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-377L,The laboratory course for BIO-377. Prerequisites: BIO-202 and BIO-330 Corequisites: BIO-377,2018
BIO,395,Research Methods and Techniques,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-395,"A laboratory course in selected areas such as cell biology and toxicology, molecular biology, or bioinformatics. Working in a research group, students critically evaluate scientific literature and solve problems using laboratory techniques typical of the selected area of study. Students enrolled in this course will be actively engaged in laboratory research and will be expected to conduct research projects outside of the scheduled class time period. Prerequisites: Instructor permission.",2018
BIO,396,Biology Research,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-396,"A laboratory or field research problem culminating in a paper or other final presentation according to departmental guidelines. Students enrolled in BIO-396 must complete relevant safety training prior to beginning laboratory or fieldwork. In addition, students must complete a course in research ethics such as Responsible Conduct of Research (RCR) or equivalent by mid-term.",2018
BIO,397,Internship,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-397,"Internships are designed to give students experience in the fields of their interest, and are coordinated through the Center for Experiential Learning (CEL). A written summary of the internship and a seminar are presented to the department at the conclusion of the internship. See internship guidelines.",2018
BIO,398,Readings & Conference,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-398,"Independent reading and weekly conference with a faculty supervisor. Appropriate for fields of special interest, but will not substitute for required courses. Prerequisites: Instructor permission",2018
BIO,399T,Special Topics in Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-399T,nan,2018
BIO,399T.1,Developmental Biology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-399T-1,Lecture and discussion of classical studies and current molecular approaches in developmental biology. Prerequisites: BIO-222 or Instructor permission.,2018
BIO,399T.2,Neurobiology,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-399T-2,"This course serves as an introduction to the structure and function of the nervous system. Topics include neurodevelopment, gross organization of the brain and spinal cord, biophysical properties of excitable cells, synaptic transmission, the processing of sensory information, motor control, and higher cognitive functions such as learning and memory. Laboratory studies include comparative neuroanatomy and explore the molecular and cellular basis of behavior in invertebrates. (NATURAL SCIENCE LAB) Corequisites: BIO-399T.2L",2018
BIO,399T.2L,Neurobiology Lab,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-399T-2L,nan,2018
BIO,399TL,Biology Special Topics Laboratory,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/300/BIO-399TL,nan,2018
BIO,450,Biology Capstone Seminar,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/400/BIO-450,"A capstone seminar course focuses on topics that integrate molecular, cellular, organismal, and population processes; course topics vary. Readings, lectures, and discussions. May be repeated for credit with different topics. Prerequisite: Senior standing",2018
BIO,490,Laboratory Assistant,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/400/BIO-490,Laboratory assistants gain experience in laboratory techniques and science education by working closely with faculty and staff preparing teaching laboratories. All laboratory assistants must submit a Laboratory Assistant Agreement to the department chair. Can be repeated for credit 3 times.,2018
BIO,494,Independent Study,http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/BIO-Biology/400/BIO-494,Library research in biology. Critical review of literature pertaining to a problem or specialized topic in biology culminating in a paper written according to department guidelines. See independent study guidelines. Prerequisites: Instructor permission,2018
